run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_title,source_type,ocr_gap_category,ocr_priority,capture_strategy,crop_target,ocr_expected_surface,image_map_keys,local_private_image_path,processed_private_image_path,panel_crop_note,rights_review_status,publication_image_policy,candidate_only,manual_verified
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_8,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/products/condensed/family-size-tomato-soup/,Campbell's Tomato Soup current product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_8;campbells_tomato_soup:campbells_tomato_soup_evidence_8;https://www.campbells.com/products/condensed/family-size-tomato-soup/,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_9,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/tomato-soup/,Tomato Soup - The Campbell's Company,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_9;campbells_tomato_soup:campbells_tomato_soup_evidence_9;https://www.campbells.com/tomato-soup/,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,cheerios_original_evidence_8,cheerios_original,Cheerios Original,current_2020s,www.cheerios.com,https://www.cheerios.com/products/original-cheerios,Original Cheerios - Cheerios,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_8;cheerios_original:cheerios_original_evidence_8;https://www.cheerios.com/products/original-cheerios,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,coca_cola_classic_evidence_6,coca_cola_classic,Coca-Cola Classic,current_2020s,www.coca-cola.com,https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,Coca-Cola Original Soda current US product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,coca_cola_classic_evidence_6;coca_cola_classic:coca_cola_classic_evidence_6;https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_10,doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,smartlabel.pepsico.info,https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,Doritos Nacho Cheese SmartLabel current page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_10;doritos_nacho_cheese:doritos_nacho_cheese_evidence_10;https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_7,doritos_nacho_cheese,Doritos Nacho Cheese,2010s;current_2020s,www.heb.com,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,Doritos Nacho Cheese Flavored Tortilla Chips - H-E-B,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_7;doritos_nacho_cheese:doritos_nacho_cheese_evidence_7;https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_8,doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,wvww.gardengrocer.com,https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,Doritos Tortilla Chips Nacho Cheese 9.75oz Bag - Garden Grocer,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_8;doritos_nacho_cheese:doritos_nacho_cheese_evidence_8;https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_9,doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,www.kroger.com,https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,"Doritos Nacho Cheese Flavored Tortilla Chips, 10.5 oz - Kroger",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_9;doritos_nacho_cheese:doritos_nacho_cheese_evidence_9;https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_6,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.walmart.com,https://www.walmart.com/ip/20971263,Heinz Tomato Ketchup 14 oz bottle Walmart page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,heinz_tomato_ketchup_evidence_6;heinz_tomato_ketchup:heinz_tomato_ketchup_evidence_6;https://www.walmart.com/ip/20971263,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_7,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.walmart.com,https://www.walmart.com/ip/19362103123,Heinz Tomato Ketchup 20 oz bottle Walmart page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,heinz_tomato_ketchup_evidence_7;heinz_tomato_ketchup:heinz_tomato_ketchup_evidence_7;https://www.walmart.com/ip/19362103123,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_8,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.heinz.com,https://www.heinz.com/products/00013000006408-tomato-ketchup,Tomato Ketchup - Heinz,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,heinz_tomato_ketchup_evidence_8;heinz_tomato_ketchup:heinz_tomato_ketchup_evidence_8;https://www.heinz.com/products/00013000006408-tomato-ketchup,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_9,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.henderson-foodservice.com,https://www.henderson-foodservice.com/productpdf/download/file/id/1366/name/Heinz_Tomato_Ketchup_%25282x4Ltr%2529.pdf/,Heinz Tomato Ketchup 2x4L foodservice product PDF,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,heinz_tomato_ketchup_evidence_9;heinz_tomato_ketchup:heinz_tomato_ketchup_evidence_9;https://www.henderson-foodservice.com/productpdf/download/file/id/1366/name/Heinz_Tomato_Ketchup_%25282x4Ltr%2529.pdf/,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_10,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,giantfood.com,https://giantfood.com/groceries/rice-pasta-beans/packaged-meals-sides/macaroni-cheese/macaroni-cheese-boxed/kraft-original-flavor-mac-cheese-dinner-725-oz-box.html,"Kraft Original Flavor Mac & Cheese Dinner, 7.25 oz - Giant",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,kraft_macaroni_and_cheese_original_evidence_10;kraft_macaroni_and_cheese_original:kraft_macaroni_and_cheese_original_evidence_10;https://giantfood.com/groceries/rice-pasta-beans/packaged-meals-sides/macaroni-cheese/macaroni-cheese-boxed/kraft-original-flavor-mac-cheese-dinner-725-oz-box.html,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_11,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,www.super99.com,https://www.super99.com/20113956-kraft-macaroni-and-cheese-original-156g,Kraft Macaroni and Cheese Original 156g - Super 99,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,kraft_macaroni_and_cheese_original_evidence_11;kraft_macaroni_and_cheese_original:kraft_macaroni_and_cheese_original_evidence_11;https://www.super99.com/20113956-kraft-macaroni-and-cheese-original-156g,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_8,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,www.walmart.com,https://www.walmart.com/ip/1178903502,"Kraft Mac and Cheese, Original Flavor, 7.25 oz - Walmart",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,kraft_macaroni_and_cheese_original_evidence_8;kraft_macaroni_and_cheese_original:kraft_macaroni_and_cheese_original_evidence_8;https://www.walmart.com/ip/1178903502,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_9,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,www.walmart.com,https://www.walmart.com/ip/10295759,"Kraft Original Mac & Cheese Dinner, Family Size Value Pack, 14.5 oz Box - Walmart",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,kraft_macaroni_and_cheese_original_evidence_9;kraft_macaroni_and_cheese_original:kraft_macaroni_and_cheese_original_evidence_9;https://www.walmart.com/ip/10295759,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_4,mcdonalds_big_mac,McDonald's Big Mac,2000s;2010s,www.canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items PDF mirror,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_big_mac_evidence_4;mcdonalds_big_mac:mcdonalds_big_mac_evidence_4;https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_5,mcdonalds_big_mac,McDonald's Big Mac,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/es-us/product/big-mac.html,Big Mac - McDonald's US Spanish product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_big_mac_evidence_5;mcdonalds_big_mac:mcdonalds_big_mac_evidence_5;https://www.mcdonalds.com/us/es-us/product/big-mac.html,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_6,mcdonalds_big_mac,McDonald's Big Mac,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/big-mac.html,McDonald's Big Mac product page with ingredient components,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_big_mac_evidence_6;mcdonalds_big_mac:mcdonalds_big_mac_evidence_6;https://www.mcdonalds.com/us/en-us/product/big-mac.html,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_4,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s;2010s,s3.amazonaws.com,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items - archived PDF mirror,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_chicken_mcnuggets_evidence_4;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_4;https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_5,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s;2010s,www.canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items PDF mirror - McNuggets,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_chicken_mcnuggets_evidence_5;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_5;https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_6,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2010s,krissyowens.com,https://krissyowens.com/wp-content/uploads/2017/09/McDonalds-Allergen-Guide.pdf,McDonald's Allergen Guide PDF mirror,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_chicken_mcnuggets_evidence_6;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_6;https://krissyowens.com/wp-content/uploads/2017/09/McDonalds-Allergen-Guide.pdf,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_7,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,4 Piece Chicken McNuggets with All White Meat Chicken - McDonald's,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_chicken_mcnuggets_evidence_7;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_7;https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_8,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-50-piece.html,McDonald's Chicken McNuggets 50 Piece official product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,mcdonalds_chicken_mcnuggets_evidence_8;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_8;https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-50-piece.html,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,ewg_oreo_current,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,www.ewg.org,https://www.ewg.org/foodscores/products/0044000051617-OreoChocolateOriginalFlavorSandwichCookies/,EWG Food Scores - Oreo Chocolate Original Flavor Sandwich Cookies,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,ewg_oreo_current;oreo_original_chocolate_sandwich_cookies:ewg_oreo_current;https://www.ewg.org/foodscores/products/0044000051617-OreoChocolateOriginalFlavorSandwichCookies/,,,,External source; use as citation link.,source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,ewg_oreo_winter_2010,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2010s,www.ewg.org,https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,"EWG Food Scores - Oreo Chocolate Sandwich Cookies, Original, Winter",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,ewg_oreo_winter_2010;oreo_original_chocolate_sandwich_cookies:ewg_oreo_winter_2010;https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,,,,External source; use as citation link.,source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,kroger_oreo_current,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,www.kroger.com,https://www.kroger.com/p/nabisco-original-oreos/0004400003202,"OREO Chocolate Sandwich Cookies, 14.3 oz - Kroger",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,kroger_oreo_current;oreo_original_chocolate_sandwich_cookies:kroger_oreo_current;https://www.kroger.com/p/nabisco-original-oreos/0004400003202,,,,External source; current-web evidence needs durable capture.,source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,smartlabel_oreo_143,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,smartlabel.mondelez.info,https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,Nabisco Oreo Sandwich Cookies 14.3 oz - SmartLabel,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,smartlabel_oreo_143;oreo_original_chocolate_sandwich_cookies:smartlabel_oreo_143;https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,,,,External source; rights note needed before reproducing imagery.,source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,walmart_oreo_current,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,business.walmart.com,https://business.walmart.com/ip/Oreo-Original-Cookie-13-29-oz/16255757318,Oreo Original Cookie 13.29 oz - Walmart Business,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,walmart_oreo_current;oreo_original_chocolate_sandwich_cookies:walmart_oreo_current;https://business.walmart.com/ip/Oreo-Original-Cookie-13-29-oz/16255757318,,,,External source; current-web evidence needs durable capture.,source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_10,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,current_2020s,www.poptarts.com,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html?bvstate=pg%3A15%2Fct%3Ar,Frosted Strawberry Pop-Tarts current product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,poptarts_frosted_strawberry_evidence_10;poptarts_frosted_strawberry:poptarts_frosted_strawberry_evidence_10;https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html?bvstate=pg%3A15%2Fct%3Ar,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
pilot-photo-capture-dry-run,poptarts_frosted_strawberry_evidence_6,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,2010s,www.foodrepo.org,https://www.foodrepo.org/en/products/47947,Kellogg's Pop-Tarts Frosted Strawberry 58.6 oz - FoodRepo,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,poptarts_frosted_strawberry_evidence_6;poptarts_frosted_strawberry:poptarts_frosted_strawberry_evidence_6;https://www.foodrepo.org/en/products/47947,,,,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,1,0
