product_id,product_name,brand,category,vintage_label,evidence_id,evidence_kind,source_domain,source_url,source_title,source_owner,proof_lane,proof_lane_rank,ocr_priority,ocr_gap_category,ocr_access_state,ocr_recommended_action,registry_priority,promotion_blocker,ground_truth_fields_missing,image_reference,public_image_url,thumbnail_url,image_display_policy,rights_status,license_url,attribution_text,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,capture_strategy,crop_target,ocr_expected_surface,candidate_only,manual_verified
doritos_nacho_cheese,Doritos Nacho Cheese,Doritos,chips,2000s bridge; 2010s bridge,doritos_nacho_cheese_evidence_6,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ADoritos_bag.jpg,Doritos bag - Wikimedia Commons,Wikimedia Commons / kundl,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/4/43/Doritos_bag.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/Doritos_bag.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Doritos_bag.jpg/960px-Doritos_bag.jpg,embed_rights_cleared,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,https://creativecommons.org/licenses/by/2.0,"kundl / Comida Chatarra Uploaded by JohnnyMrNinja via Wikimedia Commons, CC BY 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
frenchs_yellow_mustard,French's Classic Yellow Mustard,French's,condiments,2000s bridge,frenchs_yellow_mustard__2000s__811__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:French%27s_classic_yellow_mustard.jpg,"French's classic yellow mustard bottle photo, 2006 - Wikimedia Commons",Wikimedia Commons / User:Aeæ~commonswiki,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/f/f7/French%27s_classic_yellow_mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/French%27s_classic_yellow_mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/French%27s_classic_yellow_mustard.jpg/960px-French%27s_classic_yellow_mustard.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 3.0 / Creative Commons Attribution-Share Alike 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"User:Aeæ~commonswiki / Own work via Wikimedia Commons, CC BY-SA 3.0",,,candidate,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
frenchs_yellow_mustard,French's Classic Yellow Mustard,French's,condiments,Earliest label hunt,frenchs_yellow_mustard__earliest_verified_label__811__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:French%27s_classic_yellow_mustard.jpg,"French's classic yellow mustard bottle photo, 2006 - Wikimedia Commons",Wikimedia Commons / User:Aeæ~commonswiki,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/f/f7/French%27s_classic_yellow_mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/French%27s_classic_yellow_mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/French%27s_classic_yellow_mustard.jpg/960px-French%27s_classic_yellow_mustard.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 3.0 / Creative Commons Attribution-Share Alike 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"User:Aeæ~commonswiki / Own work via Wikimedia Commons, CC BY-SA 3.0",,,candidate,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
gatorade_lemon_lime,Gatorade Lemon-Lime,Gatorade,beverages,1980s or earlier lead,gatorade_lemon_lime__1980s_or_earlier__660__2,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AGatoradeOriginalGlassBottle.jpg,Gatorade original-era glass bottle image - Wikimedia Commons,Wikimedia Commons / Jeff Taylor,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Jeff Taylor / Flickr : GatoradeOriginalGlassBottle via Wikimedia Commons, CC BY-SA 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
gatorade_lemon_lime,Gatorade Lemon-Lime,Gatorade,beverages,Earliest label hunt,gatorade_lemon_lime__earliest_verified_label__660__4,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AGatoradeOriginalGlassBottle.jpg,Gatorade original-era glass bottle image - Wikimedia Commons,Wikimedia Commons / Jeff Taylor,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Jeff Taylor / Flickr : GatoradeOriginalGlassBottle via Wikimedia Commons, CC BY-SA 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,Hershey's,candy,2000s bridge,hersheys_milk_chocolate_bar__2000s__152__2,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AHershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,"Hershey's Milk Chocolate Wrapper, 2002 - Wikimedia Commons",Wikimedia Commons / Hershey Company,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,embed_rights_cleared,Wikimedia Commons Public domain,,"Hershey Company / http://www.mikescandywrappers.com/photos/hersheys0902.jpg via Wikimedia Commons, Public domain",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
hostess_cupcakes,Hostess CupCakes,Hostess,snack cakes,2010s bridge,hostess_cupcakes__2010s__970__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AHostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,Wikimedia Commons Hostess and 7-Eleven Chocolate Cupcakes photo,Wikimedia Commons / Willis Lam,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/1/1d/Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg/960px-Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Willis Lam / Hostess and 7-Eleven Chocolate Cupcakes via Wikimedia Commons, CC BY-SA 2.0",,,candidate,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
jif_creamy_peanut_butter,Jif Creamy Peanut Butter,Jif,spreads,2010s bridge,jif_creamy_peanut_butter__2010s__187__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AJif_Peanut_Butter_-_14938583767.jpg,Jif Creamy Peanut Butter Jar Photo - Wikimedia Commons,Wikimedia Commons / Mike Mozart,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/9/94/Jif_Peanut_Butter_-_14938583767.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Jif_Peanut_Butter_-_14938583767.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Jif_Peanut_Butter_-_14938583767.jpg/960px-Jif_Peanut_Butter_-_14938583767.jpg,embed_rights_cleared,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,https://creativecommons.org/licenses/by/2.0,"Mike Mozart / https://www.flickr.com/photos/jeepersmedia/14938583767/ via Wikimedia Commons, CC BY 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
corn_flakes,Kellogg's Corn Flakes,Kellogg's,cereal,2010s bridge,corn_flakes__2010s__149__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ACorn_flakes_boxes.jpg,Corn Flakes Boxes - Wikimedia Commons,Wikimedia Commons / Tom Ipri,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/c/c7/Corn_flakes_boxes.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Corn_flakes_boxes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Corn_flakes_boxes.jpg/960px-Corn_flakes_boxes.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Tom Ipri / https://www.flickr.com/photos/tomspix/6059855014/ via Wikimedia Commons, CC BY-SA 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
mountain_dew_original,Mountain Dew Original,Mountain Dew,beverages,2000s bridge,mountain_dew_original__2000s__994__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AGlass_Mountain_Dew_Bottle_%2822101626%29.jpg,Wikimedia Commons glass Mountain Dew bottle photo,"Wikimedia Commons / Jeramey Jannene from Milwaukee, WI, United States of America",secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/2/21/Glass_Mountain_Dew_Bottle_%2822101626%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Glass_Mountain_Dew_Bottle_%2822101626%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Glass_Mountain_Dew_Bottle_%2822101626%29.jpg/960px-Glass_Mountain_Dew_Bottle_%2822101626%29.jpg,embed_rights_cleared,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,https://creativecommons.org/licenses/by/2.0,"Jeramey Jannene from Milwaukee, WI, United States of America / Glass Mountain Dew Bottle via Wikimedia Commons, CC BY 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
philadelphia_cream_cheese_original,Philadelphia Original Cream Cheese,Philadelphia,dairy,Earliest label hunt,philadelphia_cream_cheese_original__earliest_verified_label__1063__2,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AKraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,"Kraft Philadelphia Brand Cream Cheese, 1948 - Wikimedia Commons",Wikimedia Commons / Internet Archive Book Images,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/1/18/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,https://upload.wikimedia.org/wikipedia/commons/1/18/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg/960px-Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,embed_rights_cleared,Wikimedia Commons No restrictions / No known copyright restrictions,https://www.flickr.com/commons/usage/,"Internet Archive Book Images / https://www.flickr.com/photos/internetarchivebookimages/14579882757/ Source book page: https://archive.org/stream/ladieshomejourna65janwyet/ladieshomejourna65janwyet#page/n538/mode/1up via Wikimedia Commons, No restrictions",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
philadelphia_cream_cheese_original,Philadelphia Original Cream Cheese,Philadelphia,dairy,Earliest label hunt,philadelphia_cream_cheese_original__earliest_verified_label__212__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AKraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,"Kraft Philadelphia Brand Cream Cheese Advertisement, 1948 - Wikimedia Commons",Wikimedia Commons / Internet Archive Book Images,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/3/39/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg/960px-Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,embed_rights_cleared,Wikimedia Commons No restrictions / No known copyright restrictions,https://www.flickr.com/commons/usage/,"Internet Archive Book Images / https://www.flickr.com/photos/internetarchivebookimages/14581721927/ Source book page: https://archive.org/stream/ladieshomejourna65janwyet/ladieshomejourna65janwyet#page/n1218/mode/1up via Wikimedia Commons, No restrictions",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
quaker_old_fashioned_oats,Quaker Old Fashioned Oats,Quaker,breakfast,1980s or earlier lead,quaker_old_fashioned_oats__1980s_or_earlier__664__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AQuaker_Oats_%283092914571%29.jpg,Quaker Oats package photo - Wikimedia Commons,Wikimedia Commons / Miami U. Libraries - Digital Collections,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,embed_rights_cleared,Wikimedia Commons Public domain,,"Miami U. Libraries - Digital Collections / https://www.flickr.com/photos/muohio_digital_collections/3092914571/ via Wikimedia Commons, Public domain",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
quaker_old_fashioned_oats,Quaker Old Fashioned Oats,Quaker,breakfast,Earliest label hunt,quaker_old_fashioned_oats__earliest_verified_label__664__2,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AQuaker_Oats_%283092914571%29.jpg,Quaker Oats package photo - Wikimedia Commons,Wikimedia Commons / Miami U. Libraries - Digital Collections,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,embed_rights_cleared,Wikimedia Commons Public domain,,"Miami U. Libraries - Digital Collections / https://www.flickr.com/photos/muohio_digital_collections/3092914571/ via Wikimedia Commons, Public domain",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
spam_classic,SPAM Classic,SPAM,meat,Current SKU anchor,spam_classic__current_2020s__189__6,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AGiant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,"Giant SPAM Can, SPAM Museum - Wikimedia Commons","Wikimedia Commons / Lorie Shaull from Washington, United States",secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/7/72/Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg/960px-Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Lorie Shaull from Washington, United States / Giant Spam Can, SPAM Museum, Austin MN via Wikimedia Commons, CC BY-SA 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
sunchips_harvest_cheddar,SunChips Harvest Cheddar,SunChips,chips,2010s bridge,sunchips_harvest_cheddar__2010s__165__1,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AHarvest_Cheddar_Sunchips.JPG,Wikimedia Commons Harvest Cheddar SunChips package photo,Wikimedia Commons / Dwight Burdette,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/9/97/Harvest_Cheddar_Sunchips.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Harvest_Cheddar_Sunchips.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Harvest_Cheddar_Sunchips.JPG/960px-Harvest_Cheddar_Sunchips.JPG,embed_rights_cleared,Wikimedia Commons CC BY 3.0 / Creative Commons Attribution 3.0,https://creativecommons.org/licenses/by/3.0,"Dwight Burdette / Own work via Wikimedia Commons, CC BY 3.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
sunchips_harvest_cheddar,SunChips Harvest Cheddar,SunChips,chips,Current SKU anchor,sunchips_harvest_cheddar__current_2020s__165__4,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AHarvest_Cheddar_Sunchips.JPG,Wikimedia Commons Harvest Cheddar SunChips package photo,Wikimedia Commons / Dwight Burdette,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/9/97/Harvest_Cheddar_Sunchips.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Harvest_Cheddar_Sunchips.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Harvest_Cheddar_Sunchips.JPG/960px-Harvest_Cheddar_Sunchips.JPG,embed_rights_cleared,Wikimedia Commons CC BY 3.0 / Creative Commons Attribution 3.0,https://creativecommons.org/licenses/by/3.0,"Dwight Burdette / Own work via Wikimedia Commons, CC BY 3.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
tootsie_roll,Tootsie Roll,Tootsie Roll,candy,Current SKU anchor,tootsie_roll__current_2020s__1071__2,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ATootsie_rolls_%28768595072%29.jpg,Tootsie rolls photo - Wikimedia Commons,"Wikimedia Commons / Windell Oskay from Sunnyvale, CA, USA",secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/5/55/Tootsie_rolls_%28768595072%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Tootsie_rolls_%28768595072%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Tootsie_rolls_%28768595072%29.jpg/960px-Tootsie_rolls_%28768595072%29.jpg,embed_rights_cleared,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,https://creativecommons.org/licenses/by/2.0,"Windell Oskay from Sunnyvale, CA, USA / Tootsie rolls via Wikimedia Commons, CC BY 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
totinos_pizza_rolls,Totino's Pizza Rolls,Totino's,frozen foods,2000s bridge,totinos_pizza_rolls__2000s__828__2,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:06_totinos_pizza_rolls_(3185559340).jpg,Totino's pizza rolls photo - Wikimedia Commons,Wikimedia Commons / Jason Lam,secondary_product_context,2,medium,package_identity_review_needed,external_image_reference_ready,Download rights-cleared product image into private cache for broad OCR/identity context only; do not treat as ingredient proof unless OCR finds a readable panel signal.,45,OCR text is candidate-only; no ingredient claim promotion without manual verification metadata.,ocr_lines; ingredient_panel_visibility; corrected_text; reviewer; manual_verified,https://upload.wikimedia.org/wikipedia/commons/8/8e/06_totinos_pizza_rolls_%283185559340%29.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/06_totinos_pizza_rolls_%283185559340%29.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/06_totinos_pizza_rolls_%283185559340%29.jpg,embed_rights_cleared,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Jason Lam / 06 totinos pizza rolls via Wikimedia Commons, CC BY-SA 2.0",,,,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,1,0
