product_id,product_name,source_family,vintage_label,source_url,status,missing_fields,next_action,public_note
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,1980s_or_earlier,,usable_photo,panel crop/document capture; corrected transcription; reviewer attribution; package/serving fields,"Open the document sources, record capture dates, scope U.S. formulation, and transcribe only dated ingredient/allergen disclosures.",Pilot review row; candidate-only until manual verification.
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,1990s,,gap_publishable,resolved publishable gap; source-target URLs and queries are queued; no ingredient claim allowed,"Search targeted sources and archive captures for McDonald's Chicken McNuggets 1990s bridge evidence; record source owner, date basis, rights note, and panel role.",Pilot review row; candidate-only until manual verification.
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,2000s,,label_text_candidate,panel crop/document capture; corrected transcription; reviewer attribution; package/serving fields,"Open the document sources, record capture dates, scope U.S. formulation, and transcribe only dated ingredient/allergen disclosures.",Pilot review row; candidate-only until manual verification.
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,2010s,,label_text_candidate,panel crop/document capture; corrected transcription; reviewer attribution; package/serving fields,"Open the document sources, record capture dates, scope U.S. formulation, and transcribe only dated ingredient/allergen disclosures.",Pilot review row; candidate-only until manual verification.
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,current_2020s,,label_text_candidate,panel crop/document capture; corrected transcription; reviewer attribution; package/serving fields,"Open the document sources, record capture dates, scope U.S. formulation, and transcribe only dated ingredient/allergen disclosures.",Pilot review row; candidate-only until manual verification.
snickers_bar,Snickers Bar,candy-wrapper-archive,earliest_verified_label,https://www.candywrapperarchive.com/candy-collection/snickers/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
snickers_bar,Snickers Bar,candy-wrapper-archive,2000s,https://www.candywrapperarchive.com/candy-collection/snickers/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
kit_kat_bar,Kit Kat Bar,candy-wrapper-archive,earliest_verified_label,https://www.candywrapperarchive.com/candy-collection/kit-kat/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
snickers_bar,Snickers Bar,candy-wrapper-archive,1990s,https://www.candywrapperarchive.com/candy-collection/snickers/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
snickers_bar,Snickers Bar,candy-wrapper-archive,1980s_or_earlier,https://www.candywrapperarchive.com/candy-collection/snickers/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
kit_kat_bar,Kit Kat Bar,candy-wrapper-archive,2000s,https://www.candywrapperarchive.com/candy-collection/kit-kat/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
kit_kat_bar,Kit Kat Bar,candy-wrapper-archive,1980s_or_earlier,https://www.candywrapperarchive.com/candy-collection/kit-kat/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
twix_bar,Twix Bar,candy-wrapper-archive,earliest_verified_label,https://www.candywrapperarchive.com/candy-collection/twix/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
milky_way_bar,Milky Way Bar,candy-wrapper-archive,earliest_verified_label,https://www.candywrapperarchive.com/candy-collection/milky-way/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
tootsie_roll,Tootsie Roll,candy-wrapper-archive,earliest_verified_label,https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
twix_bar,Twix Bar,candy-wrapper-archive,2000s,https://www.candywrapperarchive.com/candy-collection/twix/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
twix_bar,Twix Bar,candy-wrapper-archive,1990s,https://www.candywrapperarchive.com/candy-collection/twix/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
tootsie_roll,Tootsie Roll,candy-wrapper-archive,earliest_verified_label,https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
twix_bar,Twix Bar,candy-wrapper-archive,1980s_or_earlier,https://www.candywrapperarchive.com/candy-collection/twix/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
milky_way_bar,Milky Way Bar,candy-wrapper-archive,1980s_or_earlier,https://www.candywrapperarchive.com/candy-collection/milky-way/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,package_weight_or_size,manufacturer_or_distributor,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
tootsie_roll,Tootsie Roll,candy-wrapper-archive,1980s_or_earlier,https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,readable_panel_photo_needed,"ingredient_panel,transcribed_label_text,archive_or_capture_coordinates",find_back_or_side_panel_photo_with_readable_ingredient_text,"Source-family lineage row; source link only, no external image reuse."
